Original Word,Stemmed Word
بكم,بكم
عمي,عمي
فهم,فهم
لا,لا
يعقلون,عقل
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
كلوا,كلا
من,من
طيبات,طيب
ما,ما
رزقناكم,رزق
واشكروا,شكر
لله,لله
إن,ان
كنتم,كنتم
إياه,ايه
تعبدون,عبد
إنما,انم
حرم,حرم
عليكم,علي
الميتة,يتة
والدم,لدم
ولحم,لحم
الخنزير,خنزير
وما,وما
أهل,اهل
به,به
لغير,لغر
الله,الل
فمن,فمن
اضطر,ضطر
غير,غير
باغ,باغ
ولا,ولا
عاد,عاد
فلا,فلا
إثم,اثم
عليه,عليه
إن,ان
الله,الل
غفور,غفر
رحيم,رحم
إن,ان
الذين,الذين
يكتمون,كتم
ما,ما
أنزل,نزل
الله,الل
من,من
الكتاب,كتب
ويشترون,شتر
به,به
ثمنا,ثمن
قليلا,قلل
أولئك,ولئ
ما,ما
يأكلون,أكل
في,في
بطونهم,بطن
إلا,الا
النار,نار
ولا,ولا
يكلمهم,كلم
الله,الل
يوم,يوم
القيامة,قيم
ولا,ولا
يزكيهم,يزك
ولهم,لهم
عذاب,عذب
أليم,الم
أولئك,ولئ
الذين,الذين
اشتروا,شتر
الضلالة,ضلل
بالهدى,هدى
والعذاب,عذب
بالمغفرة,غفر
فما,فما
أصبرهم,صبر
على,على
النار,نار
ذلك,ذلك
بأن,بأن
الله,الل
نزل,نزل
الكتاب,كتب
بالحق,لحق
وإن,وإن
الذين,الذين
اختلفوا,خلف
في,في
الكتاب,كتب
لفي,لفي
شقاق,شقق
بعيد,بعد
ليس,ليس
البر,لبر
أن,ان
تولوا,تول
وجوهكم,وجه
قبل,قبل
المشرق,شرق
والمغرب,غرب
ولكن,ولكن
البر,لبر
من,من
آمن,امن
بالله,بلل
واليوم,يوم
الآخر,اخر
والملائكة,لئك
والكتاب,كتب
والنبيين,نبي
وآتى,آتى
المال,مال
على,على
حبه,حبه
ذوي,ذوي
القربى,قربى
واليتامى,تمى
والمساكين,ساك
وابن,وبن
السبيل,سبل
والسائلين,سئل
وفي,وفي
الرقاب,رقب
وأقام,أقم
الصلاة,صلة
وآتى,آتى
الزكاة,زكة
والموفون,موف
بعهدهم,عهد
إذا,اذا
عاهدوا,عهد
والصابرين,صبر
في,في
البأساء,أسء
والضراء,ضرء
وحين,وحن
البأس,بأس
أولئك,ولئ
الذين,الذين
صدقوا,صدق
وأولئك,أولئ
هم,هم
المتقون,متق
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
كتب,كتب
عليكم,علي
القصاص,قصص
في,في
القتلى,قتلى
الحر,لحر
بالحر,لحر
والعبد,عبد
بالعبد,عبد
والأنثى,نثى
بالأنثى,نثى
فمن,فمن
عفي,عفي
له,له
من,من
أخيه,اخه
شيء,شيء
فاتباع,تبع
بالمعروف,عرف
وأداء,أدء
إليه,اله
بإحسان,إحس
ذلك,ذلك
تخفيف,خفف
من,من
ربكم,ربكم
ورحمة,رحم
فمن,فمن
اعتدى,عدى
بعد,بعد
ذلك,ذلك
فله,فله
عذاب,عذب
أليم,الم
ولكم,لكم
في,في
القصاص,قصص
حياة,حية
يا,يا
أولي,اول
الألباب,لبب
لعلكم,لعل
تتقون,تتق
كتب,كتب
عليكم,علي
إذا,اذا
حضر,حضر
أحدكم,احد
الموت,موت
إن,ان
ترك,ترك
خيرا,خير
الوصية,وصة
للوالدين,ولد
والأقربين,قرب
بالمعروف,عرف
حقا,حقا
على,على
المتقين,متق
فمن,فمن
بدله,بدل
بعدما,بعد
سمعه,سمع
فإنما,فإن
إثمه,اثم
على,على
الذين,الذين
يبدلونه,دلو
إن,ان
الله,الل
سميع,سمع
عليم,علم
فمن,فمن
خاف,خاف
من,من
موص,موص
جنفا,جنف
أو,او
إثما,اثم
فأصلح,أصلح
بينهم,بين
فلا,فلا
إثم,اثم
عليه,عليه
إن,ان
الله,الل
غفور,غفر
رحيم,رحم
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
كتب,كتب
عليكم,علي
الصيام,صيم
كما,كما
كتب,كتب
على,على
الذين,الذين
من,من
قبلكم,قبل
لعلكم,لعل
تتقون,تتق
أياما,ايا
معدودات,عدد
فمن,فمن
كان,كان
منكم,نكم
مريضا,ريض
أو,او
على,على
سفر,سفر
فعدة,فعد
من,من
أيام,ايم
أخر,اخر
وعلى,على
الذين,الذين
يطيقونه,طيقو
فدية,فدة
طعام,طعم
مسكين,مسك
فمن,فمن
تطوع,تطع
خيرا,خير
فهو,فهو
خير,خير
له,له
وأن,وأن
تصوموا,تصم
خير,خير
لكم,لكم
إن,ان
كنتم,كنتم
تعلمون,علم
شهر,شهر
رمضان,رمض
الذي,الذي
أنزل,نزل
فيه,فيه
القرآن,قرآ
هدى,هدى
للناس,ناس
وبينات,وبن
من,من
الهدى,هدى
والفرقان,فرق
فمن,فمن
شهد,شهد
منكم,نكم
الشهر,شهر
فليصمه,يصم
ومن,ومن
كان,كان
مريضا,ريض
أو,او
على,على
سفر,سفر
فعدة,فعد
من,من
أيام,ايم
أخر,اخر
يريد,يرد
الله,الل
بكم,بكم
اليسر,يسر
ولا,ولا
يريد,يرد
بكم,بكم
العسر,عسر
ولتكملوا,كمل
العدة,عدة
ولتكبروا,كبر
الله,الل
على,على
ما,ما
هداكم,هدا
ولعلكم,لعل
تشكرون,شكر
وإذا,وإذ
سألك,سأل
عبادي,عبد
عني,عني
فإني,فإن
قريب,قرب
أجيب,اجب
دعوة,دعة
الداع,داع
إذا,اذا
دعان,دعن
فليستجيبوا,فليستجيب
لي,لي
وليؤمنوا,يؤم
بي,بي
لعلهم,لعل
يرشدون,رشد
أحل,احل
لكم,لكم
ليلة,ليل
الصيام,صيم
الرفث,رفث
إلى,الى
نسائكم,نسئ
هن,هن
لباس,لبس
لكم,لكم
وأنتم,وأن
لباس,لبس
لهن,لهن
علم,علم
الله,الل
أنكم,نكم
كنتم,كنتم
تختانون,خان
أنفسكم,نفس
فتاب,فتب
عليكم,علي
وعفا,وعف
عنكم,عنكم
فالآن,فلآ
باشروهن,شرو
وابتغوا,بتغ
ما,ما
كتب,كتب
الله,الل
لكم,لكم
وكلوا,وكل
واشربوا,شرب
حتى,حتى
يتبين,يتب
لكم,لكم
الخيط,خيط
الأبيض,ابض
من,من
الخيط,خيط
الأسود,اسد
من,من
الفجر,فجر
ثم,ثم
أتموا,اتم
الصيام,صيم
إلى,الى
الليل,ليل
ولا,ولا
تباشروهن,شرو
وأنتم,وأن
عاكفون,عكف
في,في
المساجد,سجد
تلك,تلك
حدود,حدد
الله,الل
فلا,فلا
تقربوها,قربو
كذلك,كذلك
يبين,يبن
الله,الل
آياته,يته
للناس,ناس
لعلهم,لعل
يتقون,يتق
ولا,ولا
تأكلوا,أكل
أموالكم,مول
بينكم,بين
بالباطل,بطل
وتدلوا,تدل
بها,بها
إلى,الى
الحكام,حكم
لتأكلوا,أكل
فريقا,فرق
من,من
أموال,مول
الناس,ناس
بالإثم,اثم
وأنتم,وأن
تعلمون,علم
يسألونك,ألو
عن,عن
الأهلة,اهل
قل,قل
هي,هي
مواقيت,وقي
للناس,ناس
والحج,لحج
وليس,وليس
البر,لبر
بأن,بأن
تأتوا,تأت
البيوت,بيت
من,من
ظهورها,ظهر
ولكن,ولكن
البر,لبر
من,من
اتقى,تقى
وأتوا,وأت
البيوت,بيت
من,من
أبوابها,بوب
واتقوا,وتق
الله,الل
لعلكم,لعل
تفلحون,فلح
وقاتلوا,قتل
في,في
سبيل,سبل
الله,الل
الذين,الذين
يقاتلونكم,قاتلو
ولا,ولا
تعتدوا,عتد
إن,ان
الله,الل
لا,لا
يحب,يحب
المعتدين,عتد
واقتلوهم,قلو
حيث,حيث
ثقفتموهم,ثقفتمو
وأخرجوهم,أخرجو
من,من
حيث,حيث
أخرجوكم,خرجو
والفتنة,فتن
أشد,اشد
من,من
القتل,قتل
ولا,ولا
تقاتلوهم,قاتلو
عند,عند
المسجد,سجد
الحرام,حرم
حتى,حتى
يقاتلوكم,قاتلو
فيه,فيه
فإن,فإن
قاتلوكم,قاتلو
فاقتلوهم,قلو
كذلك,كذلك
جزاء,جزء
الكافرين,كفر
فإن,فإن
انتهوا,انت
فإن,فإن
الله,الل
غفور,غفر
رحيم,رحم
وقاتلوهم,قاتلو
حتى,حتى
لا,لا
تكون,تكون
فتنة,فتن
ويكون,ويك
الدين,دين
لله,لله
فإن,فإن
انتهوا,انت
فلا,فلا
عدوان,عدو
إلا,الا
على,على
الظالمين,ظلم
الشهر,شهر
الحرام,حرم
بالشهر,شهر
الحرام,حرم
والحرمات,حرم
قصاص,قصص
فمن,فمن
اعتدى,عدى
عليكم,علي
فاعتدوا,عتد
عليه,عليه
بمثل,مثل
ما,ما
اعتدى,عدى
عليكم,علي
واتقوا,وتق
الله,الل
واعلموا,علم
أن,ان
الله,الل
مع,مع
المتقين,متق
وأنفقوا,أنفق
في,في
سبيل,سبل
الله,الل
ولا,ولا
تلقوا,تلق
بأيديكم,بأد
إلى,الى
التهلكة,هلك
وأحسنوا,أحس
إن,ان
الله,الل
يحب,يحب
المحسنين,حسن
وأتموا,أتم
الحج,لحج
والعمرة,عمر
لله,لله
فإن,فإن
أحصرتم,حصر
فما,فما
استيسر,يسر
من,من
الهدي,هدي
ولا,ولا
تحلقوا,حلق
رءوسكم,رءس
حتى,حتى
يبلغ,بلغ
الهدي,هدي
محله,حله
فمن,فمن
كان,كان
منكم,نكم
مريضا,ريض
أو,او
به,به
أذى,اذى
من,من
رأسه,رأس
ففدية,ففد
من,من
صيام,صيم
أو,او
صدقة,صدق
أو,او
نسك,نسك
فإذا,فإذ
أمنتم,امن
فمن,فمن
تمتع,متع
بالعمرة,عمر
إلى,الى
الحج,لحج
فما,فما
استيسر,يسر
من,من
الهدي,هدي
فمن,فمن
لم,لم
يجد,يجد
فصيام,صيم
ثلاثة,ثلث
أيام,ايم
في,في
الحج,لحج
وسبعة,سبع
إذا,اذا
رجعتم,رجع
تلك,تلك
عشرة,عشر
كاملة,كمل
ذلك,ذلك
لمن,لمن
لم,لم
يكن,يكن
أهله,اهل
حاضري,حضر
المسجد,سجد
الحرام,حرم
واتقوا,وتق
الله,الل
واعلموا,علم
أن,ان
الله,الل
شديد,شدد
العقاب,عقب
الحج,لحج
أشهر,شهر
معلومات,علم
فمن,فمن
فرض,فرض
فيهن,فيه
الحج,لحج
فلا,فلا
رفث,رفث
ولا,ولا
فسوق,فسق
ولا,ولا
جدال,جدل
في,في
الحج,لحج
وما,وما
تفعلوا,فعل
من,من
خير,خير
يعلمه,علم
الله,الل
وتزودوا,تزد
فإن,فإن
خير,خير
الزاد,زاد
التقوى,تقى
واتقون,وتق
يا,يا
أولي,اول
الألباب,لبب
ليس,ليس
عليكم,علي
جناح,جنح
أن,ان
تبتغوا,بتغ
فضلا,فضل
من,من
ربكم,ربكم
فإذا,فإذ
أفضتم,افض
من,من
عرفات,عرف
فاذكروا,ذكر
الله,الل
عند,عند
المشعر,شعر
الحرام,حرم
واذكروه,ذكرو
كما,كما
هداكم,هدا
وإن,وإن
كنتم,كنتم
من,من
قبله,قبل
لمن,لمن
الضالين,ضال
ثم,ثم
أفيضوا,افض
من,من
حيث,حيث
أفاض,افض
الناس,ناس
واستغفروا,غفر
الله,الل
إن,ان
الله,الل
غفور,غفر
رحيم,رحم
فإذا,فإذ
قضيتم,قضي
مناسككم,نسك
فاذكروا,ذكر
الله,الل
كذكركم,كذكر
آباءكم,ابء
أو,او
أشد,اشد
ذكرا,ذكر
فمن,فمن
الناس,ناس
من,من
يقول,يقل
ربنا,ربن
آتنا,اتن
في,في
الدنيا,دنا
وما,وما
له,له
في,في
الآخرة,اخر
من,من
خلاق,خلق
ومنهم,ومن
من,من
يقول,يقل
ربنا,ربن
آتنا,اتن
في,في
الدنيا,دنا
حسنة,حسن
وفي,وفي
الآخرة,اخر
حسنة,حسن
وقنا,وقن
عذاب,عذب
النار,نار
أولئك,ولئ
لهم,لهم
نصيب,نصب
مما,مما
كسبوا,كسب
والله,ولل
سريع,سرع
الحساب,حسب
واذكروا,ذكر
الله,الل
في,في
أيام,ايم
معدودات,عدد
فمن,فمن
تعجل,عجل
في,في
يومين,يوم
فلا,فلا
إثم,اثم
عليه,عليه
ومن,ومن
تأخر,أخر
فلا,فلا
إثم,اثم
عليه,عليه
لمن,لمن
اتقى,تقى
واتقوا,وتق
الله,الل
واعلموا,علم
أنكم,نكم
إليه,اله
تحشرون,حشر
ومن,ومن
الناس,ناس
من,من
يعجبك,عجب
قوله,قول
في,في
الحياة,حية
الدنيا,دنا
ويشهد,شهد
الله,الل
على,على
ما,ما
في,في
قلبه,قلب
وهو,وهو
ألد,الد
الخصام,خصم
وإذا,وإذ
تولى,ولى
سعى,سعى
في,في
الأرض,ارض
ليفسد,فسد
فيها,فيه
ويهلك,يهل
الحرث,حرث
والنسل,نسل
والله,ولل
لا,لا
يحب,يحب
الفساد,فسد
وإذا,وإذ
قيل,قيل
له,له
اتق,اتق
الله,الل
أخذته,اخذ
العزة,عزة
بالإثم,اثم
فحسبه,حسب
جهنم,جهنم
ولبئس,بئس
المهاد,هاد
ومن,ومن
الناس,ناس
من,من
يشري,يشر
نفسه,نفس
ابتغاء,بغء
مرضات,مرض
الله,الل
والله,ولل
رءوف,رءف
بالعباد,عبد
يا,يا
أيها,ايه
الذين,الذين
آمنوا,امن
ادخلوا,دخل
في,في
السلم,سلم
كافة,كفة
ولا,ولا
تتبعوا,تبع
خطوات,خطو
الشيطان,شيط
إنه,انه
لكم,لكم
عدو,عدو
مبين,بين
فإن,فإن
زللتم,زلل
من,من
بعد,بعد
ما,ما
جاءتكم,جءت
البينات,بين
فاعلموا,علم
أن,ان
الله,الل
عزيز,عزز
حكيم,حكم
هل,هل
ينظرون,نظر
إلا,الا
أن,ان
يأتيهم,يأت
الله,الل
في,في
ظلل,ظلل
من,من
الغمام,غمم
والملائكة,لئك
وقضي,وقض
الأمر,امر
وإلى,إلى
الله,الل
ترجع,رجع
الأمور,امر
سل,سل
بني,بني
إسرائيل,رائيل
كم,كم
آتيناهم,اتن
من,من
آية,اية
بينة,بين
ومن,ومن
يبدل,بدل
نعمة,نعم
الله,الل
من,من
بعد,بعد
ما,ما
جاءته,جءت
فإن,فإن
الله,الل
شديد,شدد
العقاب,عقب
زين,زين
للذين,ذين
كفروا,كفر
الحياة,حية
الدنيا,دنا
ويسخرون,سخر
من,من
الذين,الذين
آمنوا,امن
والذين,ذين
اتقوا,اتق
فوقهم,فوق
يوم,يوم
القيامة,قيم
والله,ولل
يرزق,رزق
من,من
يشاء,يشء
بغير,بغر
حساب,حسب
كان,كان
الناس,ناس
أمة,امة
واحدة,وحد
فبعث,بعث
الله,الل
النبيين,نبي
مبشرين,بشر
ومنذرين,نذر
وأنزل,أنزل
معهم,عهم
الكتاب,كتب
بالحق,لحق
ليحكم,ليح
بين,بين
الناس,ناس
فيما,فيم
اختلفوا,خلف
فيه,فيه
وما,وما
اختلف,خلف
فيه,فيه
إلا,الا
الذين,الذين
أوتوه,ووه
من,من
بعد,بعد
ما,ما
جاءتهم,جءت
البينات,بين
بغيا,بغا
بينهم,بين
فهدى,هدى
الله,الل
الذين,الذين
آمنوا,امن
لما,لما
اختلفوا,خلف
فيه,فيه
من,من
الحق,لحق
بإذنه,بإذ
والله,ولل
يهدي,يهد
من,من
يشاء,يشء
إلى,الى
صراط,صرط
مستقيم,قيم
أم,ام
حسبتم,حسب
أن,ان
تدخلوا,دخل
الجنة,جنة
ولما,ولم
يأتكم,يأت
مثل,مثل
الذين,الذين
خلوا,خلا
من,من
قبلكم,قبل
مستهم,مست
البأساء,أسء
والضراء,ضرء
وزلزلوا,زلزل
حتى,حتى
يقول,يقل
الرسول,رسل
والذين,ذين
آمنوا,امن
معه,معه
متى,متى
نصر,نصر
الله,الل
ألا,الا
إن,ان
نصر,نصر
الله,الل
قريب,قرب
يسألونك,ألو
ماذا,اذا
ينفقون,نفق
قل,قل
ما,ما
أنفقتم,نفق
من,من
خير,خير
فللوالدين,للد
والأقربين,قرب
واليتامى,تمى
والمساكين,ساك
وابن,وبن
السبيل,سبل
وما,وما
تفعلوا,فعل
من,من
خير,خير
فإن,فإن
الله,الل
به,به
عليم,علم
كتب,كتب
عليكم,علي
القتال,قتل
وهو,وهو
كره,كره
لكم,لكم
وعسى,عسى
أن,ان
تكرهوا,تكر
شيئا,شيئ
وهو,وهو
خير,خير
لكم,لكم
وعسى,عسى
أن,ان
تحبوا,تحب
شيئا,شيئ
وهو,وهو
شر,شر
لكم,لكم
والله,ولل
يعلم,علم
وأنتم,وأن
لا,لا
تعلمون,علم
يسألونك,ألو
عن,عن
الشهر,شهر
الحرام,حرم
قتال,قتل
فيه,فيه
قل,قل
قتال,قتل
فيه,فيه
كبير,كبر
وصد,وصد
عن,عن
سبيل,سبل
الله,الل
وكفر,كفر
به,به
والمسجد,سجد
الحرام,حرم
وإخراج,إخراج
أهله,اهل
منه,منه
أكبر,كبر
عند,عند
الله,الل
والفتنة,فتن
أكبر,كبر
من,من
القتل,قتل
ولا,ولا
يزالون,يزل
يقاتلونكم,قاتلو
حتى,حتى
يردوكم,ردو
عن,عن
دينكم,دين
إن,ان
استطاعوا,طاع
ومن,ومن
يرتدد,ردد
منكم,نكم
عن,عن
دينه,دين
فيمت,فيم
وهو,وهو
كافر,كفر
فأولئك,أولئ
حبطت,حبط
أعمالهم,عمل
في,في
الدنيا,دنا
والآخرة,اخر
وأولئك,أولئ
أصحاب,صحب
النار,نار
هم,هم
فيها,فيه
خالدون,خلد
إن,ان
الذين,الذين
آمنوا,امن
والذين,ذين
هاجروا,هجر
وجاهدوا,جهد
في,في
سبيل,سبل
الله,الل
أولئك,ولئ
يرجون,يرج
رحمت,رحم
الله,الل
والله,ولل
غفور,غفر
رحيم,رحم
يسألونك,ألو
عن,عن
الخمر,خمر
والميسر,يسر
قل,قل
فيهما,فيه
إثم,اثم
كبير,كبر
ومنافع,نفع
للناس,ناس
وإثمهما,إثم
أكبر,كبر
من,من
نفعهما,نفع
ويسألونك,ويسألونك
ماذا,اذا
ينفقون,نفق
قل,قل
العفو,عفو
كذلك,كذلك
يبين,يبن
الله,الل
لكم,لكم
الآيات,ايت
لعلكم,لعل
تتفكرون,فكر
في,في
الدنيا,دنا
والآخرة,اخر
ويسألونك,ويسألونك
عن,عن
اليتامى,تمى
قل,قل
إصلاح,صلح
لهم,لهم
خير,خير
وإن,وإن
تخالطوهم,خالطو
فإخوانكم,إخو
والله,ولل
يعلم,علم
المفسد,فسد
من,من
المصلح,صلح
ولو,ولو
شاء,شاء
الله,الل
لأعنتكم,لأع
إن,ان
الله,الل
عزيز,عزز
حكيم,حكم
ولا,ولا
تنكحوا,نكح
المشركات,شرك
حتى,حتى
يؤمن,يؤم
ولأمة,لأم
مؤمنة,ؤمن
خير,خير
من,من
مشركة,شرك
ولو,ولو
أعجبتكم,عجب
ولا,ولا
تنكحوا,نكح
المشركين,شرك
حتى,حتى
يؤمنوا,يؤم
ولعبد,عبد
مؤمن,ؤمن
خير,خير
من,من
مشرك,شرك
ولو,ولو
أعجبكم,عجب
أولئك,ولئ
يدعون,يدع
إلى,الى
النار,نار
والله,ولل
يدعو,دعو
إلى,الى
الجنة,جنة
والمغفرة,غفر
بإذنه,بإذ
ويبين,ويب
آياته,يته
للناس,ناس
لعلهم,لعل
يتذكرون,ذكر
ويسألونك,ويسألونك
عن,عن
المحيض,حيض
قل,قل
هو,هو
أذى,اذى
فاعتزلوا,عزل
النساء,نسء
في,في
المحيض,حيض
ولا,ولا
تقربوهن,قربو
حتى,حتى
يطهرن,طهر
فإذا,فإذ
تطهرن,طهر
فأتوهن,أتو
من,من
حيث,حيث
أمركم,امر
الله,الل
إن,ان
الله,الل
يحب,يحب
التوابين,توب
ويحب,يحب
المتطهرين,تطهر
نساؤكم,نسؤ
حرث,حرث
لكم,لكم
فأتوا,فأت
حرثكم,حرث
أنى,انى
شئتم,شئتم
وقدموا,قدم
لأنفسكم,أنفس
واتقوا,وتق
الله,الل
واعلموا,علم
أنكم,نكم
ملاقوه,لقو
وبشر,بشر
المؤمنين,ؤمن
ولا,ولا
تجعلوا,جعل
الله,الل
عرضة,عرض
لأيمانكم,لأم
أن,ان
تبروا,تبر
وتتقوا,تتق
وتصلحوا,صلح
بين,بين
الناس,ناس
والله,ولل
سميع,سمع
عليم,علم
لا,لا
يؤاخذكم,ؤخذ
الله,الل
باللغو,لغو
في,في
أيمانكم,يمن
ولكن,ولكن
يؤاخذكم,ؤخذ
بما,بما
كسبت,كسب
قلوبكم,قلب
والله,ولل
غفور,غفر
حليم,حلم
للذين,ذين
يؤلون,يؤل
من,من
نسائهم,نسئ
تربص,ربص
أربعة,ربع
أشهر,شهر
فإن,فإن
فاءوا,فاء
فإن,فإن
الله,الل
غفور,غفر
رحيم,رحم
وإن,وإن
عزموا,عزم
الطلاق,طلق
فإن,فإن
الله,الل
سميع,سمع
عليم,علم
والمطلقات,طلق
يتربصن,ربص
بأنفسهن,أنفس
ثلاثة,ثلث
قروء,قرء
ولا,ولا
يحل,يحل
لهن,لهن
أن,ان
يكتمن,كمن
ما,ما
خلق,خلق
الله,الل
في,في
أرحامهن,رحم
إن,ان
كن,كن
يؤمن,يؤم
بالله,بلل
واليوم,يوم
الآخر,اخر
وبعولتهن,بعل
أحق,احق
بردهن,برد
في,في
ذلك,ذلك
إن,ان
أرادوا,ارد
إصلاحا,صلح
ولهن,وله
مثل,مثل
الذي,الذي
عليهن,علي
بالمعروف,عرف
وللرجال,رجل
عليهن,علي
درجة,درج
والله,ولل
عزيز,عزز
حكيم,حكم
الطلاق,طلق
مرتان,مرت
فإمساك,إمس
بمعروف,عرف
أو,او
تسريح,سرح
بإحسان,إحس
ولا,ولا
يحل,يحل
لكم,لكم
أن,ان
تأخذوا,أخذ
مما,مما
آتيتموهن,يمو
شيئا,شيئ
إلا,الا
أن,ان
يخافا,يخف
ألا,الا
يقيما,يقي
حدود,حدد
الله,الل
فإن,فإن
خفتم,خفتم
ألا,الا
يقيما,يقي
حدود,حدد
الله,الل
فلا,فلا
جناح,جنح
عليهما,عله
فيما,فيم
افتدت,فدت
به,به
تلك,تلك
حدود,حدد
الله,الل
فلا,فلا
تعتدوها,عدو
ومن,ومن
يتعد,تعد
حدود,حدد
الله,الل
فأولئك,أولئ
هم,هم
الظالمون,ظلم
فإن,فإن
طلقها,طلق
فلا,فلا
تحل,تحل
له,له
من,من
بعد,بعد
حتى,حتى
تنكح,نكح
زوجا,زوج
غيره,غير
فإن,فإن
طلقها,طلق
فلا,فلا
جناح,جنح
عليهما,عله
أن,ان
يتراجعا,رجع
إن,ان
ظنا,ظنا
أن,ان
يقيما,يقي
حدود,حدد
الله,الل
وتلك,وتل
حدود,حدد
الله,الل
يبينها,يبن
لقوم,لقم
يعلمون,علم
وإذا,وإذ
طلقتم,طلق
النساء,نسء
فبلغن,بلغ
أجلهن,اجل
فأمسكوهن,أمسكو
بمعروف,عرف
أو,او
سرحوهن,رحو
بمعروف,عرف
ولا,ولا
تمسكوهن,سكو
ضرارا,ضرر
لتعتدوا,عتد
ومن,ومن
يفعل,فعل
ذلك,ذلك
فقد,فقد
ظلم,ظلم
نفسه,نفس
ولا,ولا
تتخذوا,تخذ
آيات,ايت
الله,الل
هزوا,هزا
واذكروا,ذكر
نعمت,نعم
الله,الل
عليكم,علي
وما,وما
أنزل,نزل
عليكم,علي
من,من
الكتاب,كتب
والحكمة,حكم
يعظكم,يعظ
به,به
واتقوا,وتق
الله,الل
واعلموا,علم
أن,ان
الله,الل
بكل,بكل
شيء,شيء
عليم,علم
وإذا,وإذ
طلقتم,طلق
النساء,نسء
فبلغن,بلغ
أجلهن,اجل
فلا,فلا
تعضلوهن,عضلو
أن,ان
ينكحن,نكح
أزواجهن,زوج
إذا,اذا
تراضوا,ترض
بينهم,بين
بالمعروف,عرف
ذلك,ذلك
يوعظ,وعظ
به,به
من,من
كان,كان
منكم,نكم
يؤمن,يؤم
بالله,بلل
واليوم,يوم
الآخر,اخر
ذلكم,ذلكم
أزكى,زكى
لكم,لكم
وأطهر,أطهر
والله,ولل
يعلم,علم
وأنتم,وأن
لا,لا
تعلمون,علم
والوالدات,ولد
يرضعن,رضع
أولادهن,ولد
حولين,حول
كاملين,كمل
لمن,لمن
أراد,ارد
أن,ان
يتم,يتم
الرضاعة,رضع
وعلى,على
المولود,ولد
له,له
رزقهن,رزق
وكسوتهن,كسو
بالمعروف,عرف
لا,لا
تكلف,كلف
نفس,نفس
إلا,الا
وسعها,وسع
لا,لا
تضار,تضر
والدة,ولد
بولدها,ولد
ولا,ولا
مولود,ولد
له,له
بولده,ولد
وعلى,على
الوارث,ورث
مثل,مثل
ذلك,ذلك
فإن,فإن
أرادا,ردا
فصالا,فصل
عن,عن
تراض,ترض
منهما,منه
وتشاور,شور
فلا,فلا
جناح,جنح
عليهما,عله
وإن,وإن
